ENTIDAD,Average_Schooling_Years,Avg_Income_Yr,Avg_Expense_Yr,Extreme_Poberty_habitants,Poberty_Habitants,Private_Hospital_Users,Public_Hospital_Users,Total_Vehicles,Catholic_Believers,Murders_Yr,Median_Age,Children,Teenagers,Adults,Elders,Total_Population
NATION,9.74,"254,780.00","159,860.00",9103500,37701000,3764755,90446414,"55,167,421","90,224,559","33,287",29,"21,085,130.00","21,750,230.00","68,035,688.00","15,142,976.00","126,014,024.00"
