Schooling_Bins_Low,Schooling_Bins_Medium,Schooling_Bins_High,Schooling_Bins_Very High,Age_Bins_Young Adult,Age_Bins_Adult,Age_Bins_Middle Age,Age_Bins_Senior,Age_Bins_Elder,COMPETITOR_Votes_2024,Urban_Polling_Stations,Non_Urban_Polling_Stations,AMLO_2018,GDP_2024,Federal_Social_Welfare_Budget,Sheinbaum_MORENA_Events,Average_Schooling_Years,Avg_Income_Yr,Extreme_Poberty_habitants,Poberty_Habitants,Public_Hospital_Users,Total_Vehicles,Catholic_Believers,Murders_Yr,Median_Age,Adults,Total_Population,Urbanization_Ratio,Poverty_Rate,Healthcare_Demand,Income_vs_Poverty,Log_GDP_per_Capita,Log_Income_per_Capita,Log_Vehicles_per_Capita
True,False,False,False,False,True,False,False,False,0.19624127404057912,0.4281760603548877,1.0040275069010474,-0.20702465825969787,0.5156213271896375,0.2660709164773405,-0.1508260726827078,-0.9467292624062575,-0.26115020506960557,-0.21266561933458838,0.5750657182918758,0.9429471643874965,0.2999111483741776,0.9509890418531284,3.216040977517851,-0.5834599659915782,0.646670117676543,0.6908650594827974,-0.2560077765412074,-0.5822942742652171,-0.12902020860110294,-0.5320299241536957,-0.16610532335971193,-0.7576945186763122,-0.4898236376243707
False,False,False,False,True,False,False,False,False,-0.0016202055644616697,-0.37380798159838396,0.7830281932345629,0.11820995435174259,-0.6241953665484543,0.24065807042205123,-0.20950612527658807,-2.32379000772445,-1.5263779598921638,1.3459591572210161,0.16199290388810034,-0.09266107712228946,-0.1515367040482292,-0.1010009825095424,0.3557352459524834,-1.1669199319831565,-0.22578699487362344,-0.12312647531561448,-0.3524577357390323,2.529831935851765,-0.15469842735810901,1.5321830608142575,-0.45766344568049533,-0.6691640338652615,-0.16664917105878158
True,False,False,False,False,False,True,False,False,-0.04164573808903046,-0.6038661775747605,0.7034684403146284,-0.019799026267817568,-0.45778605414146506,-0.06265467033078637,-0.20950612527658807,-0.9467292624062575,-0.7346623474773066,-0.183995263912997,-0.08152889615275725,-0.331575231356973,-0.5631906213745659,-0.22187068222658,-0.635837407656844,0.5834599659915782,-0.2755286730572005,-0.2650327226890524,-0.38351329625438274,0.005308719999110779,-0.19214141812596805,-0.05741634612875763,-0.29789190820483125,-0.43573970489803954,-1.7108180862018867
False,True,False,False,False,True,False,False,False,0.5921765873621255,1.2295747124965146,0.99003088370217,0.5850652843209091,1.4237786390960974,0.6559851480055332,-0.09214602008882758,0.43033148291193524,0.5418756303797494,-0.27000633017777115,0.4138260281624343,1.3388947538335043,1.4492806619738876,1.6723249762711885,0.8045832222904334,0.0,1.3114242020286087,1.3669213563375082,-0.1482331072309496,-0.763185082116482,-0.20362988633776344,-0.6489096264018342,-0.07842212609268194,-0.8078011453070078,0.7013528839720417
False,True,False,False,False,False,True,False,False,4.156590755587107,3.7891916639130696,1.999997747158004,3.862305164225734,1.9804152094951737,4.861705428734576,0.010544071950462856,0.43033148291193524,-0.45887221384951804,1.9480366210744353,4.335939933939932,3.8129722090114417,4.216482565796186,3.9690250762287,2.1677511504279114,0.5834599659915782,4.093169432239154,4.046164703993143,-0.005905372196416951,-0.1344886126576632,-0.23081630243690301,-0.11806030277543114,-0.32777539257393506,-1.0380352636566923,0.9248913510388423
True,False,False,False,False,True,False,False,False,-0.007603658028410472,-0.025501043669773283,0.8832145487633691,0.08556748408441558,-0.15255807890098258,0.17966506933036147,-0.1508260726827078,-0.9467292624062575,-0.4777685620900817,0.22781529577895201,0.42629301451264884,0.049604873185847345,0.12408685786270467,0.42299325691316203,1.2602763747381125,-0.5834599659915782,0.17367497908766857,0.2513364284964704,-0.30842161648143257,0.14888630970747715,-0.24522365218109055,0.15447810651210425,-0.30461144167194243,-0.6604808877305526,-0.1512652918951466
False,True,False,False,False,False,True,False,False,-0.4960974790652659,-0.47566580882456594,-0.8221634883630028,-0.3275471936153711,-0.6936657208153685,-0.18777771690019662,-0.13615605953423776,0.43033148291193524,-0.4584584252019145,-0.43420927486506733,-0.39071015763807815,-0.6770813851807148,-0.28951775329763213,-0.6321126364506422,0.13180019893420333,0.5834599659915782,-0.5937143609677796,-0.6094805973740903,-0.0738917761219824,-0.14866669595375717,-0.17647767037647408,-0.13189378590705472,-0.32277519340310346,0.05006997554001703,1.2894793472765684
False,True,False,False,False,True,False,False,False,-0.7876092668172882,-0.7232856991502841,-0.7595470161574989,-0.7163624714464413,-0.8252406939573783,-0.2508914127942241,-0.2388461515735282,0.43033148291193524,0.09925970699311594,-0.5306459249195111,-0.738954643020738,-0.8857242922056602,-0.6471411216408361,-0.7792862221504375,-0.8255465741264787,0.0,-0.8277674237617997,-0.8376196143027433,-0.26279254136575075,-0.05673183120965321,-0.12599384200198607,0.10502163914045647,-0.3203615725156287,0.9747390621360277,0.07044552391309306
False,False,True,False,False,False,True,False,False,0.02276083492002446,0.7890688792338599,-0.42215473062666586,-0.28558857117994685,1.6478365154329906,-0.46682184817090117,-0.06280599379188745,1.807392228230128,1.5262788230286755,-0.5723482600781895,-0.2253148053918984,0.756275346944859,0.527170540695098,0.5540688095302707,0.3616025397608226,0.5834599659915782,0.6317186716214079,0.5723137529889676,0.19521608801633802,-0.9313312315662527,-0.1406323999174006,-0.8117030119314058,0.2518537585498718,-0.5373479480853167,0.2630020162774247
False,False,False,False,False,True,False,False,False,0.35063880050814206,-0.39488201481759405,1.4364494973084685,0.4408957561919707,-0.48494260934899625,-0.09254268106093973,-0.18016609897964794,-2.32379000772445,-1.4167929330518145,1.4997365181186426,0.37060714214835716,0.04389526828636727,-0.393777709867063,0.015073346187743584,-0.23001625258004832,-0.5834599659915782,-0.03324453556347532,0.060194251373466824,-0.3785322076820035,2.238385564614039,-0.1812676733032518,1.4146552538984831,-0.42030502940540027,-0.7254518549534635,-1.5533378964639937
True,False,False,False,False,True,False,False,False,1.0999570951993378,0.43754229734120326,1.1093705130820715,0.9569898530282185,0.08860561184424989,0.04062404649941223,-0.18016609897964794,-0.9467292624062575,-1.0001767296896062,1.2547352990614071,1.3987179498293838,0.8322610811917749,-0.25227051172424286,0.9301696173001368,0.04770232101467456,-0.5834599659915782,0.735091155018084,0.8199086085004686,-0.26342584714504724,0.7609856163569185,-0.18964791972926437,0.5094681320992198,-0.3396562283184344,-0.8555491179234107,-2.0210895793194874
False,True,False,False,False,True,False,False,False,-0.4881266924167505,-0.5292289765900582,-0.27408519047012125,-0.5643557648615517,-0.22850656346636866,-0.4343238869080782,-0.22417613842505812,0.43033148291193524,0.763390486396868,-0.6296889709213722,-0.5685724962344724,-0.47874254936322785,-0.4951343591295013,-0.39816020801899954,-0.8294581033320382,0.0,-0.43848777994562393,-0.48644904257345056,-0.29542969358091287,-0.8199546354118117,-0.13616208577560518,-0.7027217597844928,0.022898035004789263,0.1552466914798991,-0.6702019648314758
False,True,False,False,False,True,False,False,False,-0.5412452501572875,-0.48093431712936846,-0.8685733442329645,-0.5861782293170292,-0.5538693054962357,-0.533279084874313,-0.22417613842505812,0.43033148291193524,0.5527720647666439,-0.5332523208669284,-0.6159470443652877,-0.7074536620406233,-0.4030129660724571,-0.7799744813295595,-0.3845216561996477,-0.5834599659915782,-0.5716878712327558,-0.6446701505746198,-0.035238955187413365,-0.4190503582267165,-0.16983404863814505,-0.22310615414325227,-0.13891398850563513,0.4341134056740473,0.7629518919773778
False,True,False,False,False,True,False,False,False,-0.2871152934916492,-0.45371369088788877,0.10161364276290234,-0.47716266232922094,-0.3036839411069099,-0.13055063566565964,-0.18016609897964794,0.43033148291193524,-0.2581157549871793,-0.1866016598604144,-0.3084280477266621,-0.25043126629193074,-0.2005324799259714,-0.2496441844275594,-0.2749988384439823,0.0,-0.36116140596117197,-0.3457999302489521,-0.3212606826209852,0.10279030464625706,-0.1031287267876506,0.1758425701628426,-0.14418363981657345,-0.2664327239561901,0.3890749501315447
False,True,False,False,False,False,True,False,False,-0.2773180469854344,-0.012622467813589357,-0.08549910947472118,-0.17401728232881336,-0.33311637124910015,-0.3366270265216538,-0.20950612527658807,0.43033148291193524,0.5518065579222354,-0.595805823604946,-0.47049887027945125,-0.18027427568290322,-0.20955026198025678,-0.2589726731204286,-0.4431945942830398,0.5834599659915782,-0.2807271878506051,-0.28235800251292353,-0.1894669462592568,-0.8143954330659215,-0.10778619013903738,-0.7112567693615403,-0.20202359261569064,-0.16551619748305837,0.1009306126399558
False,True,False,False,False,False,True,False,False,-0.39258450218581037,-0.17506814054500022,-0.6048474965909597,-0.4097214610553634,0.06624628478966543,-0.45913894928326177,-0.194836112128118,0.43033148291193524,0.7850454256214555,-0.6088378033420331,-0.48130359178297055,-0.22564611970841855,-0.09374171585497333,-0.3011559784611036,0.702883462945887,0.5834599659915782,-0.29108071988818807,-0.3078053789732493,-0.060899438381371684,-0.8334260081203607,-0.11479922012430638,-0.7185562535794787,0.08610337859006034,-0.0911732103152525,0.7296225587946031
False,True,False,False,False,True,False,False,False,-0.24616312484432512,-0.6000611437990697,-0.11570234900914073,0.011018915681721857,-0.16841847241271984,-0.406684751288509,-0.20950612527658807,0.43033148291193524,-0.813213225747387,-0.03021790301537047,-0.26188463201919443,-0.5957949301845362,-0.5405601626073057,-0.6013674838084058,-0.6710411705068794,0.0,-0.47078359492421623,-0.4758703255233138,-0.3349660440388079,0.7170605295540627,-0.21729683410286255,0.5573732613984439,0.06242367513962095,-0.2509741128086788,-1.0000135407951347
False,True,False,False,False,False,True,False,False,-0.1399195743901763,0.06260012298275766,-0.42731138127888385,-0.20908139927247663,-0.013807373332448728,-0.403285479910322,-0.18016609897964794,0.43033148291193524,-0.025221711160962196,-0.4733052140763283,-0.26437802928923737,-0.04076138334190576,-0.15831674830080422,-0.24760891558688305,-0.5458722359289762,0.5834599659915782,-0.10971880371180605,-0.1271402570916911,-0.05799599457636644,-0.6421877561293835,-0.13060721526649777,-0.5662251439342924,-0.08381387594068494,-0.40462886005753984,-0.18247251017861624
False,True,False,False,False,True,False,False,False,-0.5939991594235923,-0.6726494804430155,-0.9569730696995583,-0.5527658633883328,-0.8504153934174216,-0.3224333306039326,-0.26818617787046833,0.43033148291193524,-1.2132089184308514,-0.49936917355050225,-0.4580318839292367,-0.8941550258903861,-0.6234775237073518,-0.7372675005265091,-0.8656397484834634,-0.5834599659915782,-0.7913610903813425,-0.8042940675579145,-0.10054038115866659,0.0026145066417456856,-0.18040887099477074,-0.19270618975334997,-0.39397954696348747,0.26777576346646714,0.04731210251315241
True,False,False,False,False,False,True,False,False,1.350763388271899,0.6482826295333038,2.5429193943986674,1.4132352743857657,0.38276210042819175,0.06408485605268797,-0.033465967494947325,-0.9467292624062575,-1.3275525147186418,2.0679308346556358,1.6522133389504132,1.419281949632177,0.32624743241158966,1.1622472044533865,-0.24761813400506597,1.1669199319831565,1.1892959100021776,1.278409874533821,-0.3171651540432382,1.0402851417210501,-0.17148399041428308,0.5708495266836898,-0.32920381427888384,-0.9419415541333885,-1.1636656575187732
False,True,False,False,False,False,True,False,False,-0.36930705958363347,-0.40571172633302144,-0.713137160287537,-0.5910768114066044,-0.5367759730345216,-0.4406985840227679,-0.06280599379188745,0.43033148291193524,-0.1045312019516491,-0.3951133356538063,-0.3250506961936148,-0.5006049844161072,-0.3995202326027618,-0.5078033032997804,-0.9634279786224503,0.5834599659915782,-0.4716005681244241,-0.5011927943345462,-0.10916582949620837,-0.18966949745907472,-0.1390305741505093,-0.0908973812306745,-0.23542923216372544,-0.03753821385577807,-0.011904103808410494
True,False,False,False,False,True,False,False,False,-0.7202436786893885,-0.7227003093386394,-0.15842888298466107,-0.6238588857346107,-0.7431968587900261,-0.2193461509391457,-0.2388461515735282,-0.9467292624062575,-0.9483152191899571,-0.5228267370772589,-0.4455648975790222,-0.7271077414383662,-0.5942729911681636,-0.6078843340068548,0.4095187725289262,-0.5834599659915782,-0.7280966933364409,-0.7177696401917891,-0.3635452204511817,-0.2785673315457885,-0.11277135719845134,-0.36123388410135376,-0.30451117845030773,0.12557302344742619,-0.28357544442353927
